code,name,state,region,country,continent,Código OACI,lat_geo_point,lon_geo_point
DIAP,ABIDJAN,,,COSTA DO MARFIM,ÁFRICA,,5.261390209197998,-3.9262900352478027
HSSS,KHARTOUM,,,SUDÃO,ÁFRICA,,15.589500427246094,32.553199768066406
OBBI,AL MUHARRAQ,,,BAHREIN,ÁSIA,,26.27079963684082,50.63359832763672
VOMM,CHENNAI/MADRAS,,,ÍNDIA,ÁSIA,,12.990005493164062,80.16929626464844
BIKF,KEFLAVÍK,,,ISLÂNDIA,EUROPA,,63.985001,-22.6056
SBFE,FEIRA DE SANTANA,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,,-12.2220814142121,-38.981259526719356
SWNB,LUÍS EDUARDO MAGALHÃES,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,,-14.707221984863281,-56.33833312988281
SNIC,IRECÊ,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,,-11.339900016784668,-41.84700012207031
SNAV,JUAZEIRO,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,,-9.50417,-40.36944
SNDH,BARREIRAS,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,,-12.162858,-45.033695
SNIP,ITAPETINGA,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,,-15.244500160217285,-40.277198791503906
EFHK,VANTAA,,,FINLÂNDIA,EUROPA,,60.317199707031,24.963300704956
ESGG,GÖTEBORG,,,SUÉCIA,EUROPA,,57.662799835205,12.279800415039
EGNX,"EAST MIDLANDS, ENGLAND",,,REINO UNIDO,EUROPA,,52.8311004639,-1.32806003094
LEZL,SEVILLA,,,ESPANHA,EUROPA,,37.417999267578125,-5.8931097984313965
UBBB,BAKU,,,AZERBAIJÃO,ÁSIA,,40.467498779296875,50.04669952392578
ZSPD,SHANGHAI,,,CHINA,ÁSIA,,31.143400192260742,121.80500030517578
CYOW,"OTTAWA, ONTARIO",,,CANADÁ,AMÉRICA DO NORTE,,45.3224983215332,-75.66919708251953
DAAG,ALGIERS,,,ARGÉLIA,ÁFRICA,,36.691001892089844,3.215409994125366
GABS,BAMAKO,,,MALI,ÁFRICA,,12.5335,-7.94994
GMME,RABAT,,,MARROCOS,ÁFRICA,,34.051498,-6.75152
MMTO,TOLUCA,,,MÉXICO,AMÉRICA DO NORTE,,19.3370990753,-99.56600189210002
UUWW,MOSCOW,,,RÚSSIA,EUROPA,,55.5914993286,37.2615013123
SBAX,ARAXÁ,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,,-19.563199996948,-46.960399627686
SBJI,JI-PARANÁ,RO,NORTE,BRASIL,AMÉRICA DO SUL,,-10.911089898893431,-61.91921793209769
SBLE,LENÇÓIS,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,,-12.4822998047,-41.2770004272
SBUF,PAULO AFONSO,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,,-9.4008798599243,-38.250598907471
SNDV,DIVINÓPOLIS,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,,-20.180700302124,-44.870899200439
SSKW,CACOAL,RO,NORTE,BRASIL,AMÉRICA DO SUL,,-11.496,-61.4508
SSZW,PONTA GROSSA,PR,SUL,BRASIL,AMÉRICA DO SUL,,-25.1847,-50.1441
MSLP,SAN SALVADOR,,,EL SALVADOR,AMÉRICA CENTRAL,,13.4409,-89.055702
UKLL,LVIV,,,UCRÂNIA,EUROPA,,49.8125,23.956100463867188
KDTW,"ROMULUS, MICHIGAN (NEAR DETROIT)",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,42.212398529052734,-83.35340118408203
SANR,TERMAS DE RÍO HONDO,,,ARGENTINA,AMÉRICA DO SUL,,-27.4966,-64.93595
DXXX,LOMÉ,,,TOGO,ÁFRICA,,6.165609836578369,1.2545100450515747
SAWC,"EL CALAFATE, SANTA CRUZ PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,,-50.2803,-72.053101
GQNN,NOUAKCHOTT,,,MAURITÂNIA,ÁFRICA,,18.0982,-15.9485
TFFF,"LE LAMENTIN, FORT-DE-FRANCE",,,MARTINICA,AMÉRICA DO NORTE,,14.590999603271484,-61.00320053100586
OMDW,JEBEL ALI,,,EMIRADOS ÁRABES UNIDOS,ÁSIA,,24.896356,55.161389
SANT,"TUCUMÁN, TUCUMÁN PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,,-26.8409,-65.104897
SVBI,"BARINAS, BARINAS STATE",,,VENEZUELA,AMÉRICA DO SUL,,8.615,-70.21416667
LTBJ,IZMIR,,,TURQUIA,EUROPA,,38.2924003601,27.156999588
MMMA,MATAMOROS,,,MÉXICO,AMÉRICA DO NORTE,,25.7698993683,-97.5252990723
MMMY,MONTERREY,,,MÉXICO,AMÉRICA DO NORTE,,25.7784996033,-100.107002258
SVBC,"BARCELONA, ANZOÁTEGUI",,,VENEZUELA,AMÉRICA DO SUL,,10.111111,-64.692222
MMTY,MONTERREY FIR/UIR,,,MÉXICO,AMÉRICA DO NORTE,,25.682595797237347,-100.32893183125478
MMGL,GUADALAJARA/INTL,,,MÉXICO,AMÉRICA DO NORTE,,20.521799087524414,-103.31099700927734
SCFA,ANTOFAGASTA,,,CHILE,AMÉRICA DO SUL,,-23.444501,-70.445099
SARE,"RESISTENCIA, CHACO PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,,-27.45,-59.0561
SCAR,ARICA,,,CHILE,AMÉRICA DO SUL,,-18.348499,-70.338699
SCSE,LA SERENA,,,CHILE,AMÉRICA DO SUL,,-29.916201,-71.199501
LFSB,"MULHOUSE, FRANCE/BASEL, SWITZERLAND",,,FRANÇA,EUROPA,,47.59,7.529167
EPWA,WARSAW,,,POLÔNIA,EUROPA,,52.1656990051,20.967100143399996
MMMD,MERIDA,,,MÉXICO,AMÉRICA DO NORTE,,20.937000274699997,-89.657699585
CYHN,"HORNEPAYNE, ONTARIO",,,CANADÁ,AMÉRICA DO NORTE,,49.19309997558594,-84.75890350341797
KFSO,"HIGHGATE, VERMONT",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,44.94029999,-73.09750366
LFBT,TARBES,,,FRANÇA,EUROPA,,43.1786994934082,-0.006438999902456999
KVCV,"VICTORVILLE, CALIFORNIA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,34.597499847399995,-117.383003235
SWNK,BOCA DO ACRE,AM,NORTE,BRASIL,AMÉRICA DO SUL,,-8.83456,-67.312401
GCRR,LANZAROTE/ILHASCANARIAS,,,ESPANHA,EUROPA,,28.945499,-13.6052
LGAV,ATHENS (ATHINA),,,GRÉCIA,EUROPA,,37.9364013672,23.9444999695
GMMN,CASABLANCA,,,MARROCOS,ÁFRICA,,33.36750030517578,-7.589970111846924
TBPB,BRIDGETOWN,,,BARBADOS,AMÉRICA CENTRAL,,13.0746,-59.4925
FAOR,JOHANNESBURG,,,ÁFRICA DO SUL,ÁFRICA,,-26.1392,28.246
SAZN,"NEUQUÉN, NEUQUÉN PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,,-38.949001,-68.155701
KBGR,"BANGOR, MAINE",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,44.80739974975586,-68.8281021118164
MMQT,"QUERÉTARO, QUERÉTARO",,,MÉXICO,AMÉRICA DO NORTE,,20.6173,-100.185997
OOMS,MUSCAT,,,OMÃ,ÁSIA,,23.593299865722656,58.284400939941406
OTBD,DOHA,,,QATAR,ÁSIA,,25.261101,51.565102
CYYL,LYNN LAKE,,,CANADÁ,AMÉRICA DO NORTE,,56.86389923095703,-101.07599639892578
GMAD,AGADIR/ AL MASSLRA,,,MARROCOS,ÁFRICA,,30.325000762939453,-9.413069725036621
LFOK,CHÂLONS-EN-CHAMPAGNE,,,FRANÇA,EUROPA,,48.7733333333,4.206111111
LEMG,MÁLAGA,,,ESPANHA,EUROPA,,36.67490005493164,-4.499110221862793
UWLW,VOSTOCHNY AIRPORT,,,RÚSSIA,EUROPA,,54.4010009765625,48.80270004272461
EDDP,LEIPZIG/HALLE,,,ALEMANHA,EUROPA,,51.423889,12.236389
EDNY,FRIEDRICHSHAFEN,,,ALEMANHA,EUROPA,,47.671298980699994,9.51148986816
LIPN,VERONA BOSCOMANTICO,,,ITÁLIA,EUROPA,,45.472,10.9279
MMPB,PUEBLA,,,MÉXICO,AMÉRICA DO NORTE,,19.1581001282,-98.3713989258
FCPP,POINTE-NOIRE,,,CONGO,ÁFRICA,,-4.816030025482178,11.88659954071045
SAZE,PIGUE,,,ARGENTINA,AMÉRICA DO SUL,,-37.601699829100006,-62.378101348899996
TFFR,GRANDE-TERRE,,,GUADALUPE,AMÉRICA DO NORTE,,16.265301,-61.531799
SDAM,CAMPINAS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,,-22.85919952392578,-47.10820007324219
KSEA,"SEATTLE, WASHINGTON",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,47.449001,-122.308998
RCTP,TAOYUAN CITY,,,FORMOSA (TAIWAN),ÁSIA,,25.0777,121.233002
RJCC,"CHITOSE, HOKKAIDO",,,JAPÃO,ÁSIA,,42.77519989013672,141.69200134277344
KELP,"EL PASO, TEXAS",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,31.80719948,-106.3779984
KMDZ,"MEDFORD, WISCONSIN",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,45.10100174,-90.30329895
KTUS,"TUCSON, ARIZONA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,32.115004,-110.938053
KGSO,"GREENSBORO, NORTH CAROLINA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,36.097801208496094,-79.93730163574219
SVJC,"PARAGUANÁ, FALCÓN",,,VENEZUELA,AMÉRICA DO SUL,,11.78077507019043,-70.15149688720703
SJQK,BOA VISTA,RR,NORTE,BRASIL,AMÉRICA DO SUL,,2.6955599784851074,-60.81420135498047
SWEU,CARACARAÍ,RR,NORTE,BRASIL,AMÉRICA DO SUL,,0.797558,-61.662983
SJLU,CARACARAÍ,RR,NORTE,BRASIL,AMÉRICA DO SUL,,1.7408299446105957,-62.286399841308594
SWBV,AMAJARI,RR,NORTE,BRASIL,AMÉRICA DO SUL,,4.003466,-64.493635
SWPD,BONFIM,RR,NORTE,BRASIL,AMÉRICA DO SUL,,2.7836110591888428,-60.58777618408203
SWQR,BOA VISTA,RR,NORTE,BRASIL,AMÉRICA DO SUL,,2.675832986831665,-60.77861022949219
SBCD,CAÇADOR,SC,SUL,BRASIL,AMÉRICA DO SUL,,-26.78840065,-50.9398002625
SJRG,RIO GRANDE,RS,SUL,BRASIL,AMÉRICA DO SUL,,-32.083065,-52.167184
SSJA,JOAÇABA,SC,SUL,BRASIL,AMÉRICA DO SUL,,-27.1714000702,-51.5532989502
SBGU,GUARAPUAVA,PR,SUL,BRASIL,AMÉRICA DO SUL,,-25.387501,-51.520199
SIXE,ELDORADO DO SUL,RS,SUL,BRASIL,AMÉRICA DO SUL,,-30.050277709960938,-51.44361114501953
SBTR,TORRES,RS,SUL,BRASIL,AMÉRICA DO SUL,,-29.41489982605,-49.810001373291
SSIJ,IJUÍ,RS,SUL,BRASIL,AMÉRICA DO SUL,,-28.36870002746582,-53.84659957885742
SNYV,MOJU,PA,NORTE,BRASIL,AMÉRICA DO SUL,,-2.1197218894958496,-48.64583206176758
SNWR,SENADOR JOSÉ PORFÍRIO,PA,NORTE,BRASIL,AMÉRICA DO SUL,,-2.636590003967285,-51.82699966430664
SNCI,CAPANEMA,PA,NORTE,BRASIL,AMÉRICA DO SUL,,-1.2309999465942383,-47.200599670410156
SNBS,BALSAS,MA,NORDESTE,BRASIL,AMÉRICA DO SUL,,-7.52603006362915,-46.05329895019531
SNPC,PICOS,PI,NORDESTE,BRASIL,AMÉRICA DO SUL,,-7.0620598793029785,-41.52370071411133
SNNC,IPIXUNA DO PARÁ,PA,NORTE,BRASIL,AMÉRICA DO SUL,,-2.8202779293060303,-47.8930549621582
SISO,CHAVES,PA,NORTE,BRASIL,AMÉRICA DO SUL,,-0.091666996479034,-49.580554962158
SNTP,TAILÂNDIA,PA,NORTE,BRASIL,AMÉRICA DO SUL,,-2.525278091430664,-48.75194549560547
SJTC,AREALVA,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,,-22.166859140899998,-49.0502866745
SDLU,BARRA BONITA,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,,-22.48310089111328,-48.52450180053711
SBST,SANTOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,,-23.928056716918945,-46.299720764160156
SWBI,BARREIRINHA,AM,NORTE,BRASIL,AMÉRICA DO SUL,,-2.79241991043,-57.0578994751
SDCG,SÃO PAULO DE OLIVENÇA,AM,NORTE,BRASIL,AMÉRICA DO SUL,,-3.46792950765,-68.9204120636
SSBE,CAMAPUÃ,MS,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,,-19.598400115966797,-54.02109909057617
SDOW,OURILÂNDIA DO NORTE,PA,NORTE,BRASIL,AMÉRICA DO SUL,,-6.763100147250001,-51.0499000549
SNKE,SANTANA DO ARAGUAIA,PA,NORTE,BRASIL,AMÉRICA DO SUL,,-9.31997013092041,-50.32849884033203
KPAE,"EVERETT, WASHINGTON",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,47.90629959,-122.2819977
SNDT,DIAMANTINA,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,,-18.232000351,-43.650398254399995
SNJR,SÃO JOÃO DEL REI,MG,SUDESTE,BRASIL,AMÉRICA DO SUL,,-21.0849990845,-44.2247238159
SWRD,RONDONÓPOLIS,MT,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,,-16.586,-54.7248
SBGP,GAVIÃO PEIXOTO,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,,-21.773700714111328,-48.40510177612305
SBAG,ANGRA DOS REIS,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,,-22.747752863405054,-47.31921575510304
SBBZ,ARMAÇÃO DOS BÚZIOS,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,,-22.770881,-41.96308
SBJR,RIO DE JANEIRO,RJ,SUDESTE,BRASIL,AMÉRICA DO SUL,,-22.987499,-43.369999
SKMD,MEDELLÍN,,,COLÔMBIA,AMÉRICA DO SUL,,6.220549,-75.590582
SIZX,JUARA,MT,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,,-11.2966,-57.5495
KJAX,"JACKSONVILLE, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,30.49410057067871,-81.68789672851562
EGHL,"BASINGSTOKE, ENGLAND",,,REINO UNIDO,EUROPA,,51.187199,-1.0335
KMZJ,"PINAL COUNTY, ARIZONA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,32.5106010437,-111.32800293
HECA,CAIRO,,,EGITO,ÁFRICA,,30.12190055847168,31.40559959411621
KGYR,"PHOENIX, ARIZONA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,33.4225006104,-112.375999451
LICC,CATANIA,,,ITÁLIA,EUROPA,,37.466801,15.0664
MKJP,KINGSTON/NORMAN MANLEY INTL,,,JAMAICA,AMÉRICA CENTRAL,,17.935699462890625,-76.7874984741211
VRMM,"HULHULÉ ISLAND, NORTH MALÉ ATOLL",,,MALDIVAS,ÁSIA,,4.191830158233643,73.52909851074219
WIII,"CENGKARENG, BANTEN (NEAR JAKARTA)]",,,INDONÉSIA,ÁSIA,,-6.1255698204,106.65599823
LICJ,PALERMO/PUNTA RAISI,,,ITÁLIA,EUROPA,,38.175999,13.091
NZCH,CHRISTCHURCH,,,NOVA ZELÂNDIA,OCEANIA,,-43.48939895629883,172.53199768066406
YBCS,"CAIRNS, QUEENSLAND",,,AUSTRÁLIA,OCEANIA,,-16.885799408,145.755004883
KTPA,"TAMPA, FLORIDA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,27.975500106811523,-82.533203125
SIRI,MARAÚ,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,,-13.906044,-38.939978
GCTS,TENERIFE,,,ESPANHA,EUROPA,,28.044500351,-16.5725002289
LROP,BUCHAREST,,,ROMÊNIA,EUROPA,,44.5711111,26.085
SASA,"SALTA, SALTA PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,,-24.856000900299996,-65.4861984253
HTKJ,MOUNT KILIMANJARO,,,TANZÂNIA,ÁFRICA,,-3.42940998077,37.0745010376
NTAA,TAHITI,,,POLINÉSIA FRANCESA,OCEANIA,,-17.553699,-149.606995
SCIP,EASTER ISLAND (ISLA DE PASCUA),,,CHILE,AMÉRICA DO SUL,,-27.1648006439,-109.42199707
VDSR,SIEM REAP,,,CAMBOJA,ÁSIA,,13.410699844400002,103.81300354
VIDP,NEW DELHI,,,ÍNDIA,ÁSIA,,28.5665,77.103104
SASO,"ORÁN, SALTA PROVINCE",,,ARGENTINA,AMÉRICA DO SUL,,-23.1527996063,-64.3292007446
LOWW,WIEN/SCHWECHAT,,,ÁUSTRIA,EUROPA,,48.110298156738,16.569700241089
KCLT,"CHARLOTTE, NORTH CAROLINA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,35.2140007019043,-80.94309997558594
SBCO,CANOAS,RS,SUL,BRASIL,AMÉRICA DO SUL,,-29.945928,-51.144413
SNJD,FEIRA DE SANTANA,BA,NORDESTE,BRASIL,AMÉRICA DO SUL,,-12.2003,-38.906799
GCXO,TENERIFE,,,ESPANHA,EUROPA,,28.4827003479,-16.3414993286
KCWF,"LAKE CHARLES, LOUISIANA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,30.2105998993,-93.14320373540001
KSFO,"SAN MATEO COUNTY, CALIFORNIA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,37.61899948120117,-122.375
KHOU,"HOUSTON, TEXAS",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,29.64539909,-95.27890015
MUCU,"SANTIAGO DE CUBA, SANTIAGO DE CUBA",,,CUBA,AMÉRICA CENTRAL,,19.96980094909668,-75.83540344238281
EGPK,"GLASGOW, SCOTLAND",,,REINO UNIDO,EUROPA,,55.5093994140625,-4.586669921875
EGYP,FALKLAND ISLANDS,,,REINO UNIDO,EUROPA,,-51.82279968261719,-58.447200775146484
KSUU,"FAIRFIELD, CALIFORNIA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,38.262699127197,-121.92700195312
KLIT,"LITTLE ROCK, ARKANSAS",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,34.729400634799994,-92.2242965698
EKBI,BILLUND,,,ILHAS FEROÉ,EUROPA,,55.7402992249,9.15178012848
FVHA,HARARE,,,ZIMBÁBUE,ÁFRICA,,-17.931801,31.0928
HSMR,MEROWE,,,SUDÃO,ÁFRICA,,18.455,31.8185
DABT,BATNA,,,ARGÉLIA,ÁFRICA,,35.752101898199996,6.308589935300001
EDDS,STUTTGART,,,ALEMANHA,EUROPA,,48.689899444599995,9.22196006775
EGSH,"NORWICH, ENGLAND",,,REINO UNIDO,EUROPA,,52.6758003235,1.28278005123
MDLR,LA ROMANA,,,REPÚBLICA DOMINICANA,AMÉRICA CENTRAL,,18.450700759887695,-68.91179656982422
TTCP,"SCARBOROUGH, TOBAGO",,,TRINIDAD E TOBAGO,AMÉRICA CENTRAL,,11.149700164794922,-60.83219909667969
SEMT,MANTA,,,EQUADOR,AMÉRICA DO SUL,,-0.9460780024528503,-80.67880249023438
SCIE,CONCEPCIÓN,,,CHILE,AMÉRICA DO SUL,,-36.772701,-73.063103
SCTC,TEMUCO,,,CHILE,AMÉRICA DO SUL,,-38.766799926758,-72.637100219727
MSSS,SAN SALVADOR,,,EL SALVADOR,AMÉRICA CENTRAL,,13.69950008392334,-89.11990356445312
LTAI,ANTALYA,,,TURQUIA,EUROPA,,36.898701,30.800501
LTFJ,ISTANBUL,,,TURQUIA,EUROPA,,40.898601532,29.3092002869
KHSV,"HUNTSVILLE, ALABAMA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,34.637199401855,-86.775100708008
SVMC,"MARACAIBO, ZULIA",,,VENEZUELA,AMÉRICA DO SUL,,10.5582084656,-71.7278594971
EINN,"SHANNON, COUNTY CLARE",,,IRLANDA,EUROPA,,52.702,-8.92482
FACT,CAPE TOWN,,,ÁFRICA DO SUL,ÁFRICA,,-33.9648017883,18.6016998291
OERK,RIAD/KING KHALED INTL,,,ARÁBIA SAUDITA,ÁSIA,,24.957599639892578,46.69879913330078
GMFK,"ERRACHIDIA, MEKNÈS-TAFILALET",,,MARROCOS,ÁFRICA,,31.9475002289,-4.39833021164
LHBP,BUDAPEST,,,HUNGRIA,EUROPA,,47.42976,19.261093
LZIB,BRATISLAVA,,,ESLOVÁQUIA,EUROPA,,48.17020034790039,17.21269989013672
SBLN,LINS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,,-21.663999557495,-49.730499267578
SSFB,FRANCISCO BELTRÃO,PR,SUL,BRASIL,AMÉRICA DO SUL,,-26.059200286865234,-53.063499450683594
CYQB,"QUEBEC CITY, QUEBEC",,,CANADÁ,AMÉRICA DO NORTE,,46.7911,-71.393303
WSSS,CHANGI,,,SINGAPURA,ÁSIA,,1.35019,103.994003
SNMH,PIRENÓPOLIS,GO,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,,-4.476961,-43.889902
SWNS,ANÁPOLIS,GO,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,,-16.3623008728,-48.9271011353
SWGP,PALMEIRAS DE GOIÁS,GO,CENTRO-OESTE,BRASIL,AMÉRICA DO SUL,,-16.826900482177734,-49.87889862060547
SBCI,CAROLINA,MA,NORDESTE,BRASIL,AMÉRICA DO SUL,,-7.32043981552124,-47.45869827270508
DNAA,"ABUJA,  FCT",,,NIGÉRIA,ÁFRICA,,9.006790161132812,7.263169765472412
ETNL,ROSTOCK,,,ALEMANHA,EUROPA,,53.9182014465,12.278300285299999
KMDT,"MIDDLETOWN, PENNSYLVANIA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,40.1935005188,-76.7633972168
LFML,MARSEILLE,,,FRANÇA,EUROPA,,43.439271922,5.22142410278
USCC,CHELYABINSK,,,RÚSSIA,EUROPA,,55.305801,61.5033
ZBTJ,TIANJIN,,,CHINA,ÁSIA,,39.124401092499994,117.346000671
CYVR,"VANCOUVER, BRITISH COLUMBIA",,,CANADÁ,AMÉRICA DO NORTE,,49.193901062,-123.183998108
KAFW,"FORT WORTH, TEXAS",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,32.9875984192,-97.31880187990001
KAUS,"AUSTIN, TEXAS",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,30.194499969482422,-97.6698989868164
KDAL,"DALLAS, TEXAS, ESTADOS UNIDOS DA AMÉRICA", , ,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,32.847099,-96.851799
KPHL,"PHILADELPHIA, PENNSYLVANIA",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,39.87189865112305,-75.24109649658203
LLBG,LOD/TEL AVIV,,,ISRAEL,ÁSIA,,32.01139831542969,34.88669967651367
KBNA,"NASHVILLE, TENNESSEE",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,36.1245002746582,-86.6781997680664
MUSC,SANTA CLARA,,,CUBA,AMÉRICA CENTRAL,,22.49220085144043,-79.943603515625
KRFD,CHICAGO,,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,42.19540023803711,-89.09719848632812
GLCP,GREENVILLE,,,LIBÉRIA,ÁFRICA,,4.3790202140808105,-7.6969499588012695
SJLM,PACARAIMA,RR,NORTE,BRASIL,AMÉRICA DO SUL,,4.151669979095459,-61.427799224853516
SBBG,BAGÉ,RS,SUL,BRASIL,AMÉRICA DO SUL,,-31.39049911499,-54.112201690674
SPLP,"BARRANCO, LIMA PROVINCE",,,PERU,AMÉRICA DO SUL,,-12.16069984436,-76.998901367188
KRME,"ROME, NEW YORK",,,ESTADOS UNIDOS DA AMÉRICA,AMÉRICA DO NORTE,,43.23379898,-75.40699768
EGTE,"EXETER, ENGLAND",,,REINO UNIDO,EUROPA,,50.73440170288086,-3.4138898849487305
LFLC,CLERMONT-FERRAND,,,FRANÇA,EUROPA,,45.7867012024,3.1691699028
SBYS,PIRASSUNUNGA,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,,-21.984600067138672,-47.334800720214844
SNBA,BARRETOS,SP,SUDESTE,BRASIL,AMÉRICA DO SUL,,-20.571409999999958,-48.57886999999994
SNSW,SOURE,PA,NORTE,BRASIL,AMÉRICA DO SUL,,-0.6994310021400452,-48.520999908447266
